,Review,Date,Stars,Restaurant
252,"Burgers were alright, service was good, decor is nice.",a year ago, 3 stars ,TFDB
253,Loved everything about the burger except for the bun. Found it too soft and fluffy for my preference.,a year ago, 4 stars ,TFDB
254,"(Translated by Google) You can enjoy a juicy hamburger full of gravy. Bate will listen to the baking. If beer is a little more reasonable, I'll give you five stars. …",a year ago, 4 stars ,TFDB
255,Went in on a slow Saturday afternoon at 3pm. Was shown to a table without given any instructions that the menu was found on a QR code at the table. I waited 5 minutes for a menu which didn't come before I approached one of the waiters to be …,a year ago, 1 star ,TFDB
256,"I discovered this place when I Googled for best burgers while around Bras Basah Complex . Lucky enough that it's just a short walk.  It has good reviews and decided to try for myself.  I ordered their burger named, ""Number One"", filthy …",a year ago, 5 stars ,TFDB
257,"I am disappointed with its strawberry milkshake. Thin, diluted, mainly ice bits, no hint of milk or ice cream or strawberry pieces/ bits. Burger was tasty if compared to B, C or M, but not exactly worth an hour of waiting for a table, esp …",a year ago, 3 stars ,TFDB
258,,a year ago, 5 stars ,TFDB
259,"Given its location near Bugis, this place is easily accessible. The decoy definitely has a Californian vibe to it. Really enjoy the experience of dining here. The burger is well put together and tastes rich yet balanced. The milkshake I …",a year ago, 5 stars ,TFDB
260,,a year ago, 5 stars ,TFDB
261,Good burgers and beer,a year ago, 4 stars ,TFDB
262,,a year ago, 4 stars ,TFDB
263,Number One was mighty tasty!!,a year ago, 4 stars ,TFDB
264,The food tasted very good. I would recommend the new pepper jack burger. Worth the trip there even though it's out of the pay. The smoothies there are slightly above average nothing out of the ordinary but it was done really well. …,a year ago, 4 stars ,TFDB
265,"Enjoyed the food, this place is awesome for burger lovers like me! They have vegan burger which I highly recommend!",a year ago, 5 stars ,TFDB
266,"Nice vibe. A bit expensive, but kinda look the place.",a year ago, 5 stars ,TFDB
267,,a year ago, 4 stars ,TFDB
268,"Extremely juicy, ordered from food panda.",a year ago, 5 stars ,TFDB
269,,a year ago, 4 stars ,TFDB
270,"Possibly the best burger place in Singapore. Unpretentious and delicious!!! I ordered the no1 burger (not a ranking) while my wife had hers ""craft your own"".....both were good...bun was soft and the beef patty juicy and flavourful. My go to …",a year ago, 5 stars ,TFDB
271,The burgers were awesome. Too bad we couldn't try it fresh. We'll be back for more!,a year ago, 5 stars ,TFDB
272,,a year ago, 5 stars ,TFDB
273,,a year ago, 4 stars ,TFDB
274,Fuss free takeaway order. Called an hour ahead and food was ready for pick up when I arrived. Excellent burgers and fries and thanks for the bottle of wine.,a year ago, 5 stars ,TFDB
275,"Burger is tasty, but is very small and toppings are almost not existent. Sides are also very small - according to the staff this was because 2 burgers + 1 side deal comes with the small sized burgers (?). This is not mentioned on the …",a year ago, 1 star ,TFDB
276,"Very small burger !!
Almost a baby burger !! …",a year ago, 1 star ,TFDB
277,"Burger is not bad, but omg they are so tiny :(",a year ago, 3 stars ,TFDB
278,We just ordered the chicken burger and the chicken strip was tiny not even covering half of the bun. Very disappointing,a year ago, 1 star ,TFDB
279,Tried the number 3 but was disappointed with the patty. Wasn't particularly juicy and lacked any real taste.,a year ago, 2 stars ,TFDB
280,"(Translated by Google) Delicious and cheap

(Original)
美味い、安い",a year ago, 5 stars ,TFDB
281,,a year ago, 4 stars ,TFDB
282,Great Beef Burgers and Truffle Fries!,a year ago, 3 stars ,TFDB
283,"Fantastic burgers, milkshakes and sides. Price and ambience are also superb!",a year ago, 5 stars ,TFDB
284,"Nice, chill ambience. Pretty good food.

We ordered the Filthy Fries ($8, for sharing). Tasted ok but the cheese felt …",a year ago, 4 stars ,TFDB
285,,a year ago, 4 stars ,TFDB
286,The service and burger was so good and worth the price! Don't get me started on their milkshakes,a year ago, 5 stars ,TFDB
287,,a year ago, 3 stars ,TFDB
288,Not a great burger.  Very oily and the beef is not a good quality.  Didn't taste like any hamburger I've had in LA. Location is nice.,a year ago, 2 stars ,TFDB
289,,a year ago, 4 stars ,TFDB
290,Great burgers!,a year ago, 5 stars ,TFDB
291,"There are many restaurants which are open until late night but their kitchen usually close much earlier, but this hamburger shop is different. You can enjoy real good quality of hamburger here even at midnight. It is not so big shop but …",a year ago, 5 stars ,TFDB
292,,a year ago, 5 stars ,TFDB
293,"Went for the Monday meatless promotion Vegan Burger.
Not the kind of vegan patty that I like.
Service was good thou. …",a year ago, 3 stars ,TFDB
294,,a year ago, 4 stars ,TFDB
295,"The whole atmosphere is ok, sitting half inside, hald outside. Burger was bland and dry, nothing special at all. Fries were ok, good selection of beers.",a year ago, 3 stars ,TFDB
296,"Outdoor is kinda hot but good to chill with friends and talk.  Burger is not the best I had had, just ok. Customer service good.",a year ago, 4 stars ,TFDB
297,,a year ago, 4 stars ,TFDB
298,,a year ago, 4 stars ,TFDB
299,Perfect as always! Highly recommend local breakfast set (until 11 o'clock),a year ago, 5 stars ,TFDB
300,"wanted to have burgers, heard that this place does good burgers. indeed, burgers were good....definitely must try.",a year ago, 4 stars ,TFDB
301,,a year ago, 5 stars ,TFDB
302,Great food and nice ambiance!,a year ago, 5 stars ,TFDB
303,"Super friendly service, and the number 1 burger tasted great, I admit it was a great city escape from Vietnam, which might have coloured my appreciation, but nice to see the world pass by, with good food and good company",a year ago, 5 stars ,TFDB
304,,a year ago, 3 stars ,TFDB
305,Great burger,a year ago, 5 stars ,TFDB
306,"Service excellent, atmosphere perfect for watching  pedestrians walk the street.  Happy to go back!",a year ago, 5 stars ,TFDB
307,,a year ago, 4 stars ,TFDB
308,Best burger in town,a year ago, 5 stars ,TFDB
309,The burger is excellent,a year ago, 5 stars ,TFDB
310,"(Translated by Google) Very friendly service, the burger and the side dishes were great 🍔😍 …",a year ago, 5 stars ,TFDB
311,"To be one of best burger in Singapore, this is utterly disappointing. Not that it's bad, but doesn't have the American Feel. …",a year ago, 2 stars ,TFDB
312,Burgers,a year ago, 5 stars ,TFDB
313,"It was my first and will be my last in visiting this restaurant.
It was a total disappointment with both the attitude of the staff and the quality of the food. …",a year ago, 1 star ,TFDB
314,"(Translated by Google) I ate hamburgers a lot in Japan, but this may be the best ever. Gorgonzola hamburgers are the best. …",a year ago, 5 stars ,TFDB
315,Overhyped. So so burgers,a year ago, 2 stars ,TFDB
316,Food and the ambiance was amazing. Especially the burger. Very juicy and perfectly cooked.,a year ago, 5 stars ,TFDB
317,,a year ago, 5 stars ,TFDB
318,,a year ago, 5 stars ,TFDB
319,,a year ago, 4 stars ,TFDB
320,Very slow service when busy. Minimum wait times for food 45mins to an hour,a year ago, 1 star ,TFDB
321,Awesome burgers and they do gluten free buns which are rare in this city!,a year ago, 5 stars ,TFDB
322,"(Translated by Google) We had dinner because it was raining. A great experience, great burgers and very nice staff. If I stayed here in Singapore I would go back. …",a year ago, 5 stars ,TFDB
323,Medium rare burger at it's best,a year ago, 4 stars ,TFDB
324,,a year ago, 4 stars ,TFDB
325,,a year ago, 1 star ,TFDB
326,(Translated by Google) Super fresh and delicious burgers. The side dishes also great. Service friendly and attentive. Modern and individual furnishings. …,a year ago, 5 stars ,TFDB
327,,a year ago, 5 stars ,TFDB
328,,a year ago, 5 stars ,TFDB
329,,a year ago, 4 stars ,TFDB
330,"(Translated by Google) The site and the food are very good, but it is expensive. Correct staff …",a year ago, 4 stars ,TFDB
331,Nice food,a year ago, 4 stars ,TFDB
332,"(Translated by Google) If you go burger, just go ^^
3-7 o'clock is a happy hour so French fries are free.
The basics are fulfilling ~ Burger No. 1 ~ 3 Enough (meat grilling is well done) …",a year ago, 4 stars ,TFDB
333,,a year ago, 4 stars ,TFDB
334,,a year ago, 5 stars ,TFDB
335,,a year ago, 5 stars ,TFDB
336,,a year ago, 5 stars ,TFDB
337,"The burger I had, Number Two, was big.
First time eating here...I normally eat at Ginet
Burger was big to me but delicious",a year ago, 5 stars ,TFDB
338,"(Translated by Google) The burger is really delicious

(Original) …",a year ago, 5 stars ,TFDB
339,"(Translated by Google) The burgers here are really delicious!

(Original) …",a year ago, 5 stars ,TFDB
340,"We've done in the original on Hollywood Boulevard zoo we had to give this one a try. Service was friendly and personable though with only one chef cooking, the foods arrival was a little slow. You must try the Number 1 burger. Just as amazing as the one in L.A. highly recommended.",a year ago, 5 stars ,TFDB
341,,a year ago, 5 stars ,TFDB
342,The best Tuna Burger I have ever had. Love the place.,a year ago, 5 stars ,TFDB
343,"Great Burgers, affordable price. Friendly staff. Highly recommended",a year ago, 5 stars ,TFDB
344,,a year ago, 4 stars ,TFDB
345,,a year ago, 5 stars ,TFDB
346,Average burger. Buns were terrible..,a year ago, 3 stars ,TFDB
347,I enjoyed our visit to this outlet for lunch. The waiter made a point of getting to know my youngest child and ensured we were satisfied  and our specific order was met. …,a year ago, 5 stars ,TFDB
348,,a year ago, 5 stars ,TFDB
349,Enjoyed the beef burger. Patty very tasty.,a year ago, 5 stars ,TFDB
350,,a year ago, 4 stars ,TFDB
351,,a year ago, 5 stars ,TFDB
352,Amazing veggie burger and quesadillas that vegetarians must try!,a year ago, 5 stars ,TFDB
353,"Great service, nice relaxed atmosphere, food tasted great, drinks were a little expensive.",a year ago, 4 stars ,TFDB
354,,a year ago, 4 stars ,TFDB
355,Worst burger smells horrible dripping with oil anf very little fries. Cost $13 for tiny cheesecake. I want my money back disgraceful.,a year ago, 1 star ,TFDB
356,,a year ago, 5 stars ,TFDB
357,"Affordable and pretty tasty burgers, especially if you can get in during their set menus hours, or one-for-one sides/milkshakes deals!",a year ago, 4 stars ,TFDB
358,,a year ago, 4 stars ,TFDB
359,Affordable burgers that are juicy and delivered with quality service. Milkshakes are not as thick as I’d like them and the fries are slightly underwhelming but I’d definitely come back for the burgers,a year ago, 5 stars ,TFDB
360,"Nice burger, good vibes and nice beer.",a year ago, 5 stars ,TFDB
361,,a year ago, 4 stars ,TFDB
362,"Casual burger restaurant,  great to people watch. Staff needs more training. At least to inform guest that the Happy Hour is almost over, I sat for a good 15 mins, while waiting for my friend to arrive, and at 7pm, found out that the happy …",a year ago, 4 stars ,TFDB
363,"My first visit here, I've been to the outlet @ Pullman G Bangkok Thailand.The number one burger is amazing!Creamy crescenza cheese, succulent beef patty, crispy strips of bacon in a tasty bun.A dinner set of a la carte burger n fries is $18 ++.The fries were normal though,but it's a satisfying meal for the price.",a year ago, 4 stars ,TFDB
364,,a year ago, 5 stars ,TFDB
