,Unnamed: 0,Review,Date,Stars,Restaurant,feature_descriptors
123,123,Amazing quality food. With affordable set prices for both lunch and dinner. The staff are really friendly and kind. The milkshake is a must try!!,9 months ago, 5 stars ,TFDB,"{'quality': [], 'food': ['affordable', 'set'], 'prices': [], 'lunch': [], 'dinner': [], 'staff': ['really', 'friendly', 'kind'], 'milkshake': ['try']}"
124,124,Solid burger and beers place!,9 months ago, 5 stars ,TFDB,"{'burger': [], 'beers': [], 'place': []}"
125,125,Been here many times. Great burgers! Try the chocolate milkshake too - very yummy. It gets busy and takes a bit of time for the food to come buts quite well worth it.,9 months ago, 5 stars ,TFDB,"{'times': ['Great'], 'burgers': ['Try'], 'chocolate': ['milkshake', 'too', 'very', 'yummy', 'gets', 'busy', 'takes'], 'bit': [], 'time': [], 'food': ['come'], 'buts': ['quite', 'well', 'worth']}"
126,126,"Strategically located in Bugis area and the seats facing the road crossing is rather interesting to sit and eat. Wide selection of aloholic drinks and really tasty burgers. We trued both number one and number two burgers, portion wise could …",9 months ago, 4 stars ,TFDB,"{'area': [], 'seats': ['facing'], 'road': [], 'crossing': ['is', 'rather', 'interesting', 'sit', 'eat', 'Wide'], 'selection': ['aloholic'], 'drinks': ['really', 'tasty'], 'burgers': [], 'number': [], 'portion': ['wise']}"
127,127,"We tried the Number One and Number two through Foodpanda, which were pretty decent. However, a bit disappointed at the misleading photos on the app. …",9 months ago, 2 stars ,TFDB,"{'Number': ['were', 'pretty', 'decent', 'However'], 'bit': ['disappointed', 'misleading'], 'photos': [], 'app': []}"
128,128,Nice food,10 months ago, 3 stars ,TFDB,{'food': []}
129,129,"Get ready to queue as this ever-popular place serves excellent burgers, sides and drinks. …",10 months ago, 4 stars ,TFDB,"{'place': ['serves', 'excellent'], 'burgers': [], 'sides': [], 'drinks': []}"
131,131,Very bad experience. Waited almost an hour for our burgers which we were not informed earlier on the long waiting time. Had an appointment after lunch and had to rush through our meal. …,10 months ago, 1 star ,TFDB,"{'experience': ['Waited', 'almost'], 'hour': [], 'burgers': ['informed', 'earlier', 'long'], 'waiting': [], 'time': ['Had'], 'appointment': [], 'lunch': ['had', 'rush'], 'meal': []}"
132,132,Waiters are not proactive from the beginning when you are enter to this restaurant! but when it comes to sales they are pushy! You buy more beers they are happier. Otherwise you are nothing 😆,10 months ago, 1 star ,TFDB,"{'Waiters': ['proactive'], 'beginning': ['when', 'are', 'enter'], 'restaurant': ['when', 'comes'], 'sales': ['pushy', 'buy', 'more'], 'beers': ['happier', 'Otherwise'], '😆': []}"
133,133,"Good burgers and at very good price given the nice ambience. Dinner and lunch sets are value for money. Onion rings and truffle fries were good. Burgers (number 1 & 2) were good but overall, the meal is way too salty so I took away one star for that. The saltish-ness of everything (fries, beef patty, bacon) was quite overwhelming",10 months ago, 4 stars ,TFDB,"{'burgers': ['very', 'good'], 'price': ['given', 'nice'], 'ambience': [], 'Dinner': [], 'lunch': [], 'sets': [], 'value': [], 'money': [], 'Onion': [], 'rings': ['truffle'], 'fries': [], 'Burgers': [], 'number': ['good', 'overall'], 'meal': ['is', 'way', 'too', 'salty', 'so', 'took', 'away'], 'star': ['saltish'], 'ness': [], 'beef': [], 'patty': [], 'bacon': ['quite', 'overwhelming']}"
135,135,Cosy place with good burgers.,10 months ago, 5 stars ,TFDB,"{'place': ['good'], 'burgers': []}"
136,136,"Liked it, go for the number 1. Please reserve or prepare to wait!",10 months ago, 4 stars ,TFDB,"{'number': ['reserve', 'prepare', 'wait']}"
138,138,"We had the Number 1, Number 2, onion rings and classic vanilla milkshake. Really enjoyed the burger! The beef patty is juicy and moist, and the bun is just so fluffy and soft. I like that it’s served with brown paper so that it’s easier to …",10 months ago, 4 stars ,TFDB,"{'Number': [], 'onion': [], 'rings': ['classic'], 'vanilla': [], 'milkshake': ['Really', 'enjoyed'], 'burger': [], 'beef': [], 'patty': ['juicy'], 'moist': [], 'bun': ['is', 'just', 'so', 'fluffy', 'soft', 'like', 'served', 'brown'], 'paper': ['’s', 'easier']}"
139,139,Love the Burgers. Abit pricey though. Will go back again.,10 months ago, 5 stars ,TFDB,{}
144,144,Got there at 6pm as the place is small. My friend had a one-to-one burger voucher from Chope. Had the number 1 burger. Burgers are really  tasty--the one for one sides and beer are great too if you order before 7pm during happy hour. (Some items not applicable.) Queue formed up and was still there when I left.,10 months ago, 5 stars ,TFDB,"{'pm': ['happy'], 'place': ['is', 'small'], 'friend': ['had'], 'burger': [], 'number': [], 'Burgers': ['really', 'tasty'], 'one': [], 'sides': [], 'beer': ['are', 'great', 'too', 'order'], 'hour': [], 'items': ['applicable', 'formed', 'was', 'still', 'there', 'when', 'left']}"
147,147,Came for their lunch special. Its $12 with a small side but the size is much smaller than regular burger. If you add $3 to upsize then its becomes the regular size. A bit of a poor/con gimmick promo. The fries was quite small. Better off …,10 months ago, 3 stars ,TFDB,"{'lunch': [], 'special': ['small'], 'side': [], 'size': [], 'burger': ['add', 'upsize', 'then', 'becomes', 'regular'], 'bit': ['poor'], 'con': [], 'gimmick': [], 'promo': [], 'fries': ['quite', 'small', 'Better', 'off']}"
150,150,"Good:Burgers are simple yet really good.
Meh:Shakes are good but as expensive as burgers.
Bad:Make you pay for dipping sauce",10 months ago, 3 stars ,TFDB,"{'Burgers': ['simple', 'really', 'good'], 'Shakes': ['good', 'as', 'expensive'], 'burgers': ['Bad', 'Make', 'pay'], 'dipping': [], 'sauce': []}"
151,151,"Food is great, we got the number one, two and four burgers! Thanks to Gina aldrick and dinesh for the good service.",10 months ago, 5 stars ,TFDB,"{'Food': ['great', 'got'], 'number': [], 'burgers': [], 'Thanks': [], 'aldrick': [], 'dinesh': ['good'], 'service': []}"
152,152,Came here on a Saturday night where the queue was really long. Waited about 1h 15 mins for a table and honestly no burger is worth waiting that long for. …,10 months ago, 3 stars ,TFDB,"{'night': ['where'], 'queue': ['was', 'really', 'long', 'Waited', 'about'], 'mins': [], 'table': ['honestly'], 'burger': ['is', 'worth', 'waiting', 'long']}"
153,153,"I usually go there and take the number 3 burger with curly fries, delicious and really great price for the quality! Highly recommend",10 months ago, 5 stars ,TFDB,"{'number': [], 'burger': ['curly'], 'fries': ['delicious', 'really', 'great'], 'price': [], 'quality': ['Highly', 'recommend']}"
155,155,long queue on a friday evening. service was prompt in general. had burger #1. good but not as good as expected.,10 months ago, 4 stars ,TFDB,"{'queue': [], 'friday': [], 'evening': [], 'service': ['prompt', 'general', 'had'], 'burger': ['good', 'as', 'good', 'expected']}"
156,156,"Ate here around 9pm at night!
Really enjoyed the meal. The beef was succulent and flavorful!",10 months ago, 5 stars ,TFDB,"{'pm': [], 'night': ['Really', 'enjoyed'], 'meal': [], 'beef': [], 'succulent': ['flavorful']}"
157,157,tasty,10 months ago, 5 stars ,TFDB,{}
158,158,I found out about this place in Bangkok where there is also a 25 Degrees outlet where I have been several time and had fantastic burgers. So I decided to try here in Singapore . Well I am afraid this one is not at the same level of BKK …,10 months ago, 3 stars ,TFDB,"{'place': ['where', 'is', 'also'], 'outlet': ['where', 'been', 'several'], 'time': ['had', 'fantastic'], 'burgers': ['So', 'decided', 'try', 'here', 'afraid'], 'one': ['same'], 'level': []}"
159,159,"No.1 is great for those who like strong, sharp flavours, and No.2 is better for those who prefer milder creamier flavours. …",10 months ago, 4 stars ,TFDB,"{'No.1': ['great', 'like', 'strong', 'sharp'], 'flavours': [], 'No.2': ['is', 'better', 'prefer'], 'milder': ['creamier']}"
161,161,"Tried number 2 and 3 burgers from menu.Their burgers are good! Tasty meat with tasty buns. Truffle fries also tasted nice. Service is good.Only downside is ambience, constant road noise due to open restaurant setting.",11 months ago, 5 stars ,TFDB,"{'number': [], 'burgers': ['good', 'Tasty'], 'menu': [], 'meat': ['tasty'], 'buns': ['Truffle'], 'fries': ['also', 'tasted', 'nice'], 'Service': ['good', 'Only'], 'downside': [], 'ambience': ['constant'], 'road': [], 'noise': ['due', 'open'], 'restaurant': [], 'setting': []}"
162,162,"Salted caramel milkshake tasted like milk blended with potato chips. The other milkshake we had (cookies and cream) and apple tart was okay, not too bad but nothing to rave about..might be a good place for alcoholic drinks and food but opening hours was shorted due to covid",11 months ago, 3 stars ,TFDB,"{'caramel': [], 'milkshake': ['had'], 'milk': ['blended'], 'potato': [], 'chips': ['other'], 'cookies': [], 'cream': [], 'apple': [], 'tart': ['okay', 'too', 'bad', 'rave', 'be', 'good'], 'place': ['alcoholic'], 'drinks': [], 'food': [], 'opening': [], 'hours': ['shorted', 'due'], 'covid': []}"
163,163,One of the best burgs I've had & the milkshake is amazing! ❤️,11 months ago, 5 stars ,TFDB,"{'burgs': ['had'], 'milkshake': ['amazing'], '️': []}"
164,164,"We got the number 2 and 3 burgers, an order of onion rings plus a vanilla milkshake. Really liked how the burrata and pesto complemented one another in number 2. 3 was alright, the peppers overpowered everything else.  Loved how flaky the …",11 months ago, 3 stars ,TFDB,"{'number': ['alright'], 'burgers': [], 'order': [], 'onion': [], 'rings': [], 'vanilla': [], 'milkshake': ['Really', 'liked', 'how'], 'burrata': [], 'pesto': ['complemented'], 'one': [], 'peppers': ['overpowered', 'else', 'Loved', 'how', 'flaky']}"
166,166,"Burgers are really worth the price. Loved the ""number one"" burger.",11 months ago, 5 stars ,TFDB,"{'Burgers': ['really', 'worth'], 'price': ['Loved'], 'number': [], 'burger': []}"
167,167,"Great burger, especially the sauce",11 months ago, 5 stars ,TFDB,"{'burger': ['especially'], 'sauce': []}"
168,168,I wonder how long they took to cook their burgers at only 25° 🤔🤔🤔,11 months ago, 5 stars ,TFDB,"{'burgers': ['only'], '°': []}"
169,169,Good burgers with quality ingredients. No hype nor ridiculous queue like some other burger joints . Good stuff!,11 months ago, 5 stars ,TFDB,"{'burgers': [], 'quality': [], 'ingredients': [], 'hype': ['ridiculous'], 'queue': ['other'], 'burger': [], 'joints': ['Good'], 'stuff': []}"
171,171,"I will not call it as burger, the size is more towards slider",11 months ago, 3 stars ,TFDB,"{'burger': [], 'size': ['more'], 'slider': []}"
173,173,"A very chill place to hangout after work or after a long day. Not forgetting, they serve really decent portions of yummy burgers and fries! Pair it with some beer, and you are good for the night! 🍔👍",11 months ago, 5 stars ,TFDB,"{'chill': [], 'place': ['hangout'], 'work': ['long'], 'day': ['forgetting', 'serve', 'really', 'decent'], 'portions': ['yummy'], 'burgers': [], 'fries': ['Pair'], 'beer': ['are', 'good'], 'night': [], '🍔': [], '👍': []}"
174,174,Burgers were juicy and the onion rings are tasty.,11 months ago, 5 stars ,TFDB,"{'Burgers': ['juicy'], 'onion': [], 'rings': ['are', 'tasty']}"
176,176,I havent had such a delicious and juicy burger is a while. Great burgers at reasonable prices. Onion rings are crispy awesome too.,11 months ago, 5 stars ,TFDB,"{'burger': [], 'while': ['Great'], 'burgers': ['reasonable'], 'prices': [], 'Onion': [], 'rings': ['crispy', 'awesome', 'too']}"
177,177,The beef burger is very savory. Definitely recommend it,11 months ago, 5 stars ,TFDB,"{'beef': [], 'burger': ['very', 'savory', 'Definitely', 'recommend']}"
179,179,Do not go there for breakfast as they are so expensive for such a small portion I spent 108 dollars and was so not satisfied,11 months ago, 1 star ,TFDB,"{'breakfast': ['are', 'so', 'expensive', 'small'], 'portion': ['spent'], 'dollars': ['was', 'so', 'satisfied']}"
183,183,"Great food, great service!",11 months ago, 5 stars ,TFDB,"{'food': ['great'], 'service': []}"
184,184,bread isn't amazing,11 months ago, 2 stars ,TFDB,{'bread': ['amazing']}
185,185,Food was delicious. Nice ambience to chill with friends and grab a couple of beers.,11 months ago, 5 stars ,TFDB,"{'Food': ['delicious', 'Nice'], 'ambience': ['chill'], 'friends': ['grab'], 'couple': [], 'beers': []}"
186,186,"I dont want to review this place cuz the food is soo good and there are already queues!! Stay away y'all, i want this burger place to myself!! …",11 months ago, 5 stars ,TFDB,"{'place': [], 'food': ['is'], 'soo': ['good', 'are', 'already'], 'queues': ['Stay', 'away', 'want'], 'burger': []}"
187,187,Great burgers! Beyone burger tasted good!,11 months ago, 5 stars ,TFDB,"{'burgers': [], 'Beyone': [], 'burger': ['tasted', 'good']}"
188,188,"Burgers were good and onion rings were crispy and not too heavy. Staffs were attentive and friendly, reminding us the 1for 1 set during happy hour which was very nice. For happy hour the beer is 1for1 too so it’s be great to reach by 7 and …",11 months ago, 5 stars ,TFDB,"{'Burgers': ['good'], 'onion': [], 'rings': ['were', 'crispy', 'too', 'heavy'], 'Staffs': ['attentive', 'friendly', 'reminding', '1for', 'set', 'happy'], 'hour': [], 'beer': ['too', 'so', 'be', 'great', 'reach']}"
189,189,"Staffs are reallyyy nice~☺️

Tried their turkey burger specials that is available until 30 Nov and I’m …",11 months ago, 5 stars ,TFDB,"{'Staffs': ['reallyyy'], 'nice~': ['Tried'], 'turkey': [], 'burger': [], 'specials': ['is', 'available', '’m']}"
190,190,Amazing service I would say! The staff were very attentive and helpful in recommendations. The burgers were super good and there were $1 chicken wings on offer on Mondays so that was quite a steal! Sides were also going at 1 for 1!! Best …,11 months ago, 5 stars ,TFDB,"{'service': ['say'], 'staff': ['very', 'attentive', 'helpful'], 'recommendations': [], 'burgers': ['super', 'good', 'were'], 'chicken': [], 'wings': [], 'offer': ['was'], 'steal': [], 'Sides': ['also', 'going', 'Best']}"
191,191,Deletable burgers! Good fluffy but toasted bun. Fresh and good ingredients. They even put some fresh tomatoes pickles and onions at the side in case you want to include those in your burger. We had the sweet potato fries and they were pretty good with a huge portion too. Thanks!,11 months ago, 5 stars ,TFDB,"{'burgers': ['Good', 'fluffy', 'toasted'], 'bun': ['Fresh', 'good'], 'ingredients': ['even', 'put', 'fresh'], 'tomatoes': [], 'pickles': [], 'onions': [], 'side': [], 'case': ['want', 'include'], 'burger': ['had', 'sweet'], 'potato': [], 'fries': ['were', 'pretty', 'good', 'huge'], 'portion': ['too'], 'Thanks': []}"
192,192,"Customer services excellant.
Food portion is alot. 👍 however dont recommend the milkshake. 😅 overall ok",11 months ago, 4 stars ,TFDB,"{'Customer': [], 'services': ['excellant'], 'Food': [], 'portion': [], 'alot': ['however', 'recommend'], 'milkshake': ['😅', 'overall']}"
